pub_date,city,address,title,owner,contractor,engineer,cert_url
"
  2011-04-18
",Burlington,"2025 Guelph Line, Burlington ",LCBO Retail Store 497,LCBO,Penalta Group Ltd.,Julian Jacobs Architects,https://canada.constructconnect.com/dcn/certificates-and-notices/E7DDCBC6-17E7-42CC-80EB-89E10B7EC6DA
"
  2011-04-18
","Richmond Hill, Ontario, Canada","45B West Wilmot Street, Richmond Hill, Ontario ",241 KW Rooftop Solar Installation,SunEdison LLC,Naylor Group Inc.,SunEdison LLC,https://canada.constructconnect.com/dcn/certificates-and-notices/BCBB0162-EBB5-488B-9FBD-3E7D4724A0F4
"
  2011-04-18
",City of Toronto (Successor to The Municipality of Metropolit,"Exhibition Place, 2 Strachan Avenue, Toronto,  Ontario M6K 3C3 ",Coliseum Complex - Building Envelope and Interior Restoration and Retrofits,City of Toronto (Successor to The Municipality of Metropolitan Toronto pursuant to City of Toronto Act 1997) (Registered,Clifford Restoration Limited,ERA Architects Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/EDADF861-B71B-4C18-9B88-ED840539F555
"
  2011-04-18
",City of Toronto,"703 Don Mills Road, 4th Floor, Toronto, Ontario M3C 3N3 ","Installation of traffic control devices at the intersections of Warden Avenue & Lupin Drive, Birchmount Road & Flora Drive, Finch Avenue & Blackbird Gate, Danforth Road & Pilkington Drive and Sheppard Avenue & Heron's Hill Way under Contract #47015208",City of Toronto,Black and McDonald,"Robert Decleir, Supervisor- T.P.I.M.",https://canada.constructconnect.com/dcn/certificates-and-notices/34511102-C1B4-4525-BCDF-42FE86A23A98
"
  2011-04-18
","Harriston, Ontario","5804 Highway 89, Harriston, Ontario ",Construction of the Eco-Pak for Minto-Clifford Public School,Upper Grand District School Board,Eldale Structures Limited,Hossack & Associates Architects Incorporated,https://canada.constructconnect.com/dcn/certificates-and-notices/11BF776A-7719-411E-8850-A01EE70942FA
"
  2011-04-18
",City of Ottawa,356 Richmond Road ,Addition and Renovation to existing building,ZVI Gross,nan,Ewald Zieger,https://canada.constructconnect.com/dcn/certificates-and-notices/B4C354B1-4597-45A1-AD5A-467284F694A4
"
  2011-04-18
",City of Toronto,"20 Bay Street, Floors 5 and 6, Toronto ",Interior Tenant Alterations,Metrolinx,Marant Construction Limited,modo,https://canada.constructconnect.com/dcn/certificates-and-notices/4B3AEED5-1CDD-47D2-9E5C-099BA1733B68
"
  2011-04-18
",City of Mississauga,"5070 Fairwind Drive, Mississauga, Ontario ","St. Hilary Elementary School, Mechanical & Electrical Upgrade",Dufferin-Peel Catholic District School Board,Struct-Con Construction Ltd.,Ellard-Willson Engineering Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/B07F30FC-5423-4064-B835-6AEE2B69B1B5
"
  2011-04-18
","Ottawa, Ontario",Fit-Up Phase IV ,Install Doors & Hardware - Contract No. 1214-08450.0,Minto Commercial Properties Inc.,Contract Door Installation Services,HOK Architects Corporation,https://canada.constructconnect.com/dcn/certificates-and-notices/FE98D702-475F-488D-B718-2F45D8D8FCAD
"
  2011-04-18
","City of Toronto, Ontario",205 Wellington Street West ,"CBC Roof Replacement (Skylight Repair Work) Project No. 37488214ON Skylight Repairs, including gasket replacement, glazing replacement, sealant installation and access equipment repairs and certification",The Canadian Broadcasting Corporation,Maxim Group General Contracting Limited,Quinn Dressel Associates Consulting Structural Engineers,https://canada.constructconnect.com/dcn/certificates-and-notices/0A4E9725-E183-470A-AB5C-64AED9B0C681
"
  2011-04-18
",Sudbury District,"5 Low Street, Gogama, Ontario ",MNR Shingle Roof Replacement,Ontario Realty Corporation acting as agent on behalf of Her Majesty the Queen in right of Ontario as represented by the ,SRS Contracting Ltd.,Fennell Architect,https://canada.constructconnect.com/dcn/certificates-and-notices/1A4A93D1-0CC4-4D6F-8299-9BD42160891E
"
  2011-04-18
",City of Toronto,"77 King Street West, Toronto, Ontario ","Interior Tenant Improvement for TD - Marketing on 77 King St. W., Royal Trust Tower, 8th and 9th Floors",BLJC,Marant Construction Ltd.,HOK,https://canada.constructconnect.com/dcn/certificates-and-notices/FAEBDD5F-DE0E-424F-A8B4-EAF6B7692181
"
  2011-04-18
",City of Toronto,"345 Rumsey Road, Toronto, Ontario M4G 1R7 ",Clinic Renovations,Toronto Rehab,P&C General Contracting Ltd.,Stantec Architecture,https://canada.constructconnect.com/dcn/certificates-and-notices/972106A4-E3D5-4E42-A88C-E34130E72A7D
"
  2011-04-18
",Durham Region,Town of Ajax ,McQueen and Feint Parkettes,Corporation of the Town of Ajax,Colpac Construction Inc.,"Andrew Jackson, Landscape Architect",https://canada.constructconnect.com/dcn/certificates-and-notices/87F1DB83-085C-46F3-BA84-C42D399FC208
"
  2011-04-18
",Bruce County,"Town of Saugeen Shores, former Town of Port Elgin ","Bruce County Housing Saugeen Shores Site - Building A Portion of the Contract for The Bruce County Housing Corporation, Project No. 0735, Building A and associated site works, only",The Bruce County Housing Corporation,G.S. Wark Limited,"G.M. Diemert, Architect Inc.",https://canada.constructconnect.com/dcn/certificates-and-notices/E1933C6A-76B3-45A6-A8DA-6C5F62325CB5
"
  2011-04-18
",City of Windsor, ,Contract No.: GS0710 1386 Ouellette Avenue Parking Garage Reconstruction,MR. BAY Inc.,PCR Contractors Inc.,N.K. Becker Incorporated,https://canada.constructconnect.com/dcn/certificates-and-notices/864523C8-1359-43CD-B6A4-D5D06B556B56
"
  2011-04-18
",Prince Edward  County,"Sandbanks Provincial Park, RR #1, 3004 County Road 12, Picton, Ontario K0K 2T0 ",Construction of the Sandbanks Dunes Trail at Sandbanks Provincial Park,"Ontario Parks, Ministry of Natural Resources",Scott Wentworth Landscape Group Ltd.,Don Bucholtz,https://canada.constructconnect.com/dcn/certificates-and-notices/5BF9C90C-1854-4453-9CA8-43DC894F6727
"
  2011-04-18
",City of Oshawa,"540 Laval Drive, Oshawa, Ontario ",Oshawa Building 'E2',Calloway REIT (Oshawa South) Inc./Oshawa South Developments Inc.,Bachly Construction,K. Paul Architect,https://canada.constructconnect.com/dcn/certificates-and-notices/B3E8B8EE-F1C1-41B1-A957-06761110B626
"
  2011-04-18
",Peel Region,City of Brampton ,"Contract A: Watermain, sanitary sewer, storm sewer and road work to base course asphalt on Agincourt Circle and Airlie Court only",Medallion Developments (Springbrook) Limited,Con Drain Co. (1983) Ltd.,Valdor Engineering Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/AC280FAF-F913-45E0-9C42-419E3B276C1F
"
  2011-04-18
",Durham Region,"75 John Street West, Oshawa, ON  L1H 1W9 and 130 Centre Street, Oshawa, ON  L1H 8R9 ",HVAC Upgrades,1. Sunrise Seniors Place (Oshawa-Durham) Inc. 2. Sunrise Place NonProfit Housing Co-operative Inc.,Adamson and Dobbin Ltd.,"Leanne Skribe, P.Eng.",https://canada.constructconnect.com/dcn/certificates-and-notices/6EAB696B-49F7-42A2-95EF-3F33E6CAD0BC
"
  2011-04-18
",City of Ottawa,"Carling Avenue Family Shelter, 2980 Carling Avenue,  Ottawa, Ontario K2B 7K2 ",Carling Avenue Family Shelter Accessibility Renovation,City of Ottawa,Waterdon Construction Ltd.,Popovic Routhier Architects Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/3B75C521-9BA4-4D76-B356-A771F9748127
"
  2011-04-18
",Simcoe County,Township of Tay ,Sainte-Marie among the Hurons - New Administration and Maintenance Building (Phase 1A),MHPM Project Managers Inc.,Ameresco Canada Inc.,Onespace unlimited inc. architecture + interior design,https://canada.constructconnect.com/dcn/certificates-and-notices/A0D27981-B465-4BE2-AB7F-2215753C5179
"
  2011-04-18
",Muskoka District,Town of Huntsville ,Construction of new Honda Dealership building,Armstrong Inc.,Greystone Project Management Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/FEBFEA03-3EE9-46D2-80AC-946960326C92
"
  2011-04-18
",City of Ottawa,"5487 Hazeldean Road, City of Ottawa (Kanata) Building 'C1.1' ","Shell Building 'C1.1', Multi Tenant",Riotrin Properties (Hazeldean) Inc.,"Laurin & Company Groupe Laurin, 152610 Canada Inc.",Petroff Partnership Architects,https://canada.constructconnect.com/dcn/certificates-and-notices/4A098010-33E2-45FC-BE52-4EC3EC0AD51F
"
  2011-04-15
",City of Toronto,"Toronto Eaton Centre Retail, 220 Yonge Street, Toronto ",Fire Alarm System Retrofit,TEC Leaseholds Limited / 250 Leaseholds Limited,SimplexGrinnell a Div. of Tyco International of Canada Ltd.,Leber Rubes Inc. (LRI),https://canada.constructconnect.com/dcn/certificates-and-notices/AE5AAB50-EAC7-475B-A8BC-C0CAC980AFE8
"
  2011-04-15
",City of Guelph,"160 Clair Road West, Guelph, ON ",Guelph South End Emergency Services Station,The City of Guelph,Devlan Construction Ltd.,Thomas Brown Architects Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/9FA3BEA2-DC63-460C-AF62-86985805E92B
"
  2011-04-15
",City of Toronto - Etobicoke York District,"399 The West Mall, Toronto, ON M9C 2Y2 ","Quotation No. 6032-08-0165, Snow Ploughing and Driveway Windrow Clearing on City of Toronto Roads - South West - Etobicoke York District - Year 3",City of Toronto,Pave-Tar Construction Ltd.,"S. Kodama, Acting Director, Transportation Services",https://canada.constructconnect.com/dcn/certificates-and-notices/3A9B2127-E168-4CAB-9D7C-9E843ED49A02
"
  2011-04-15
",Nipissing District,Chippewa Secondary School ,"Barrier Free Accessibility Improvements, Chippewa Secondary School",The Near North District School Board,D.J. Venasse Construction Limited,Mitchell Architects Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/1311FF3B-CCF4-49A7-B4D7-C6D2547EAEBC
"
  2011-04-15
","Markham, Ontario",185 Renfrew Drive ,Construction of New Offices,Epson Canada Limited,Comtrac Industries,Comtrac Industries,https://canada.constructconnect.com/dcn/certificates-and-notices/22E85B1E-C3E4-48AD-8D00-14CA555DEEC8
"
  2011-04-15
","Windsor,  Ontario", ,"Balcony Repairs and Parking Structure Repairs to Sun Ray Manor, 3590 Peter Street, Windsor, ON",Boardwalk Reit Properties Holdings Ltd.,Weathertech Restoration Services Inc.,D.C. McCloskey Engineering Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/A6E50979-DD3B-4FE8-8AA0-1F16DF29DFE9
"
  2011-04-15
","City of Brampton, Ontario",14 Holtby Avenue ,"Roof Replacement & Remedial Repairs, 14 Holtby Ave., Brampton, Ontario",ArcelorMittal Tubular Products Inc.,Roque Roofing Inc.,Thermaco Engineering Services (1986) Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/466415B0-8DBD-413D-9C16-EA3FB32957E4
"
  2011-04-15
",Durham Region,Town of Whitby ,Brooklin West Phase III - Stage I - Contract IV - Roadworks (Surface Works) and Stage II - Contract VII Roadworks (Surface Works),Sorbara / Bribute Brooklin West Partnership,Carillion Construction Canada,"Sernas Associates, A Member of The Sernas Group Inc.",https://canada.constructconnect.com/dcn/certificates-and-notices/B4BA1CFA-52AD-4C49-93F5-778B46DDA7C6
"
  2011-04-15
",This is to certify that the contract for the following impro,"To the above premises was substantially performed on:  April 7, 2011 ",Contract 20104280 Concrete Repairs to Structural Culvert Site 16-107 (Thousand Island Parkway),Her Majesty The Queen in Right of Ontario as represented by the Minister of Transportation,Dalcon Enterprises Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/F6712279-552D-4AB6-9BF6-FA27ECE81B34
"
  2011-04-15
",City of Toronto,"15 Vicora Linkway, Toronto ",Boiler Replacement,York Condominium Corporation No. 77,Versatech Mechanical Ltd.,Kleinfeldt Consultants Limited,https://canada.constructconnect.com/dcn/certificates-and-notices/FF8D0ABC-B289-4850-9AC1-C7DACEBE7DF0
"
  2011-04-15
",Town of East Gwillimbury,"19300 Centre Street, Mount Albert, Ontario L0G 1M0 ",PR-2010-09 Installation of Vertical Lift Gym Partition Wall,Town of East Gwillimbury,Vertical Solutions Inc.,Rick Sealey - Project Administrator - Black and Moffat Architects Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/5C3231A7-AC57-4A01-8F41-9F72265FB8F0
"
  2011-04-15
",City of Kingston,"2010 Steel  Gas Main Replacement Contract UK-10-24 Kingston, Ontario ","Work pertaining to the construction of steel gas main replacements within the City of Kingston (Contract UK-10-24, Utilities Kingston)",Corp. of the City of Kingston,V.J. McMullin Pipeline Welding and Fabrication Ltd.,Utilities Kingston,https://canada.constructconnect.com/dcn/certificates-and-notices/C55A69F5-3B77-4EC8-805F-B81B03E296E1
"
  2011-04-15
",Halton Region,Town of Oakville ,Secondary Roadworks - Contract II,Landmart Realty Corp.,Carillion Canada Inc.,Stantec Consulting Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/19EF5458-CBA6-4383-AD1A-6817F6F472F5
"
  2011-04-15
","Ottawa, ON","151 Bay Street, Ottawa, Ontario ",Parking Garage - Concrete Repairs,Carleton Condominium Corporation No. 145,Hoskins Restoration Services inc.,"Steven Christison, Keller Engineering & Associates Inc.",https://canada.constructconnect.com/dcn/certificates-and-notices/074ABFCB-1309-4CB8-89ED-B976EC1FF0F3
"
  2011-04-15
",Simcoe County,Town of Bracebridge ,Bracebridge ODSP LHI Office Expansion,Ontario Realty Corporation acting as agent on behalf of Her Majesty the Queen in right of Ontario as represented by the ,Bradanick Construction Services Inc.,KBH Interior Design Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/8AE5F01A-F9B0-40CC-8492-9630ABD0AF9D
"
  2011-04-15
",City of Toronto-Toronto and East York District-Area 2,"23rd Floor East Tower, Toronto City Hall, 100 Queen Street West, Toronto, ON M5H 2N2 ","RFQ# 603808-0197; Snow Clearing, Sanding and Salting of Sidewalks, Bus Stops, PXO's and Signalized Intersections for City of Toronto, Toronto and East York District Area 2, Year 3 of 7, December 2010 to March 31, 2011",City of TorontoTransportation ServicesToronto and East York District Area 2,Pave Tar Construction Ltd.,"G. Welsh, General Manager, Transportation Services",https://canada.constructconnect.com/dcn/certificates-and-notices/14C5E34D-DE59-4672-B97B-28D712F7A511
"
  2011-04-15
",Township of South Frontenac, ,Construction of the Sydenham WTP Upgrades (Contract #2010-08),The Corporation of the Township of South Frontenac,DB Mechanical (Kingston) Ltd.,XCG Consultants Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/013BD8AA-A451-4928-9383-454B28EAA7B4
"
  2011-04-15
",City of Toronto,"3010 Lawrence Avenue East, Scarborough, ON  M1P 4Y6 ",Domestic Hot Water Boilers Replacement Work,Jack Goodlad Senior Residences Corporation,P.C. Control Systems Inc.,CMS Building Consultants Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/9B6BA5A6-6894-41D1-BE33-78DA5A14BCD1
"
  2011-04-15
",Grey County,Township of Southgate ,Dundalk Water System Modifications (Wells D3 and D4) Contract #: 460310,Township of Southgate,Wellington Construction Inc.,Triton Engineering Services Limited,https://canada.constructconnect.com/dcn/certificates-and-notices/4F12EE3C-56BA-4672-B9FC-2D3EAD36D597
"
  2011-04-15
",City of Sault Ste. Marie,#628 Third Line East ,Mac's Mart Commercial Centre,Ryan DiTommaso Holdings Ltd.,Ryan DiTommaso Holdings Ltd.,Ryan DiTommaso Holdings Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/843F5ECE-F135-4E90-AD4F-0F610EC4FC6C
"
  2011-04-15
",City of Toronto,"1475 The Queensway, Etobicoke, ON ",Roof mounted grid tied solar photovoltaic systems 250 kW,Ikea Canada Properties Inc.,AMP Solar Group,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/AD1D2009-291B-4E0D-B9AD-DBED753E5DBE
"
  2011-04-15
",City of Toronto - Etobicoke York District,"399 The West Mall, Toronto, ON M9C 2Y2 ","Quotation No. 6032-08-0167, Snow Ploughing and Driveway Windrow Clearing on City of Toronto Roads - North East - Etobicoke York District - Year 3",City of Toronto,Pave-Tar Construction Ltd.,"S. Kodama, Acting Director, Transportation Services",https://canada.constructconnect.com/dcn/certificates-and-notices/E1931B7E-EFF9-4A25-8B69-B6EA4DD023B4
"
  2011-04-15
","Windsor,  Ontario", ,"Balcony Repairs to Karita Tower, 3410 Peter Street, Windsor, ON",Boardwalk Reit Properties Holdings Ltd.,Weathertech Restoration Services Inc.,D.C. McCloskey Engineering Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/F2E3A89F-6033-4065-B55F-D340394BF6E2
"
  2011-04-15
",City of Toronto,295 Unwin Avenue ,"Installation of new 150mm watermain, hydrant & meter chamber",Toronto and Region Conservation Authority,Sam Rabito Construction Ltd.,"Mark Preston, Senior Supervisor, Construction Services Toronto Region Conservation Authority",https://canada.constructconnect.com/dcn/certificates-and-notices/5598E5EE-E693-4C1C-98A5-D0AF9E71BD4F
"
  2011-04-15
","Central Etobicoke H.S., 10 Denfield Street, Etobicoke M9R 3H", ,Barrier-Free Washrooms Alterations,T.D.S.B.,Orlando Marchese Contracting Ltd.,Joseph Lukjaniec,https://canada.constructconnect.com/dcn/certificates-and-notices/6E9E0A06-140F-4E04-BC3C-F1A74C8038A8
